8,History,Who was Genghis Khan?,He conquered much of Eurasia
8,History,What was the Age of Exploration?,It began in the 15th century
8,History,Who was Martin Luther?,He wrote the 95 Theses
8,History,What was the French Revolution?,It began in 1789
8,History,Who was Christopher Columbus?,He sailed for Spain in 1492
8,History,What was the Roman Empire?,It was one of the largest empires in history
8,History,Who was Marie Antoinette?,She was executed by guillotine
8,History,What was the Silk Road?,It connected East Asia to the Mediterranean
8,Geography,What is the capital of Japan?,It's the world's most populous metropolitan area
8,Geography,What is the longest river in the world?,It flows through 11 countries
8,Geography,What is the largest ocean on Earth?,It covers about one-third of Earth's surface
8,Geography,What is the tallest mountain in the world?,It's 8848 meters above sea level
8,Geography,What is the capital of Brazil?,It was planned and developed in 1956
8,Geography,What is the largest country by land area?,It spans 11 time zones
8,Geography,What is the smallest continent by land area?,It's also a country
8,Geography,What is the capital of Canada?,It's located in Ontario
8,Geography,What is the largest rainforest in the world?,It's often called the "lungs of the Earth"
8,Geography,What is the capital of Egypt?,It's located near the Nile Delta
8,Geography,What is the largest desert in the world?,It's covered in ice
8,Geography,What is the capital of France?,It's known as the "City of Light"
8,Geography,What is the longest mountain range in the world?,They run along South America's western coast
8,Geography,What is the capital of China?,It hosted the 2008 Summer Olympics
8,Geography,What is the largest lake by volume in the world?,It contains 20% of the world's unfrozen freshwater
8,Geography,What is the capital of India?,It's part of the larger Delhi metropolitan area
8,Geography,What is the strait that separates Asia from North America?,It's between Russia and Alaska
8,Geography,What is the capital of South Africa?,It has three capital cities
8,Geography,What is the largest gulf in the world?,It's bordered by the United States Mexico and Cuba
8,Geography,What is the capital of Argentina?,It's known for tango dancing
9,Math,What is the value of 4² + 3³?,Remember that exponents mean repeated multiplication
9,Math,Simplify the expression 3x + 2y - 4x + 5y,Combine like terms
9,Math,Solve for x: 2x + 5 = 15,Isolate the variable by subtracting 5 from both sides
9,Math,What is the slope of a line passing through the points (2; 5) and (4; 9)?,Use the formula (y₂ - y₁)/(x₂ - x₁)
9,Math,Find the area of a circle with radius 7 cm,Use the formula πr²
9,Math,Solve the equation: 3(x + 2) = 18,Distribute the 3 first
9,Math,What is the sum of the interior angles of a hexagon?,Use the formula (n - 2) × 180°
9,Math,Factor completely: x² - 9,This is a difference of squares
9,Math,Find the volume of a cube with side length 5 cm,Volume = side length cubed
9,Math,What is the value of y in the equation 4y - 3 = 13?,Isolate y by adding 3 to both sides
9,Math,Simplify: (2x³)(3x²),Multiply coefficients and add exponents
9,Math,Find the median of the set: 7; 12; 3; 9; 15,Arrange in order and find the middle value
9,Math,Convert 0.45 to a fraction in simplest form,Convert to an equivalent fraction and simplify
9,Math,If a rectangle has length 12 cm and width 5 cm what is its perimeter?,Perimeter = 2(length + width)
9,Math,Solve for x: 2x/3 = 8,Multiply both sides by 3
9,Math,What is the Pythagorean theorem?,Relates the sides of a right triangle
9,Math,Find the value of x if 5x - 7 = 3x + 9,Collect like terms and solve for x
9,Math,What is 30% of 80?,Convert percentage to decimal and multiply
9,Math,If y = 3x - 4 and x = 5 what is the value of y?,Substitute x = 5 into the equation
9,Math,Expand: (x + 5)(x - 2),Use the FOIL method
9,Science,What is the chemical symbol for gold?,It comes from the Latin word 'aurum'
9,Science,Which organelle is responsible for photosynthesis in plant cells?,Contains chlorophyll which captures light energy
9,Science,What is the unit of force in the SI system?,Named after Sir Isaac Newton
9,Science,What type of energy is stored in a stretched spring?,Energy stored in objects that can be stretched or compressed
9,Science,What is the pH of a neutral solution?,Neither acidic nor basic
9,Science,Which planet is known as the Red Planet?,Named after the Roman god of war
9,Science,What is the chemical formula for water?,Contains hydrogen and oxygen
9,Science,What is the process by which plants make their food called?,Uses sunlight to convert carbon dioxide and water into glucose
9,Science,Which subatomic particle has a positive charge?,Found in the nucleus of an atom
9,Science,What is Newton's First Law of Motion?,Also known as the law of inertia
9,Science,What type of rock is formed from molten magma?,Forms when magma cools and solidifies
9,Science,What is the largest organ in the human body?,Acts as a protective barrier
9,Science,Which gas do plants absorb during photosynthesis?,Plants convert this into oxygen
9,Science,What is the basic unit of life?,All living organisms are made up of one or more cells
9,Science,What is the name for a substance that speeds up a chemical reaction?,Remains unchanged at the end of the reaction
9,Science,What part of the cell contains the genetic material?,Control center of the cell
9,Science,What is the formula for calculating speed?,Speed = distance/time
9,Science,What is the process by which liquid water changes into water vapor?,Occurs at the surface of liquids
9,Science,What is the main function of the respiratory system?,Involves breathing in and out
9,English,What is a metaphor?,Helps create vivid imagery
9,English,What is the protagonist in a story?,The central figure the story revolves around
9,English,What is a synonym?,Useful for avoiding repetition in writing
9,English,What is the past tense of the verb 'to swim'?,Irregular verb form
9,English,What is an adjective?,Adds detail to descriptions
9,English,What is alliteration?,Creates rhythm and emphasis
9,English,What is a simile?,Helps create clear images
9,English,What is the plural form of 'child'?,Irregular plural noun
9,English,What is a verb?,The main part of the predicate of a sentence
9,English,What is the main purpose of a thesis statement?,Usually appears in the introduction
9,English,What is a noun?,Can be proper or common
9,English,What is personification?,Brings non-human elements to life
9,English,What is an adverb?,Often ends in '-ly'
9,English,What is the subject of a sentence?,Usually comes before the verb
9,English,What is onomatopoeia?,Examples include buzz; splash; and pop
9,English,What is a preposition?,Examples include in; on; under; and beside
9,English,What is a homonym?,Examples include their/there/they're
9,English,What is the main difference between a biography and an autobiography?,Both are accounts of a person's life
9,English,What is foreshadowing?,Creates anticipation and tension
9,History,When did World War I begin?,Triggered by the assassination of Archduke Franz Ferdinand
9,History,Who was the first European explorer to reach Australia?,Dutch navigator who landed in 1606
9,History,What was the name of the policy that removed Aboriginal children from their families?,Government policy from early 1900s to 1970s
9,History,When did Federation occur in Australia?,Six colonies became one nation
9,History,Who was the first Prime Minister of Australia?,Served from 1901 to 1903
9,History,What treaty ended World War I?,Signed in 1919
9,History,Who led the Russian Revolution in 1917?,Founded the Soviet Union
9,History,What was the Renaissance?,Began in Italy in the 14th century
9,History,Who was Captain James Cook?,Arrived at Botany Bay in 1770
9,History,What was the Cold War?,Lasted from 1947 to 1991
9,History,What was the Industrial Revolution?,Began in Britain in the late 18th century
9,History,Who were the ANZACs?,Remembered for their role in the Gallipoli Campaign
9,History,What was the Great Depression?,Began with the U.S. stock market crash of 1929
9,History,Who was the first woman to become a member of Australian Parliament?,Elected to Western Australian Legislative Assembly in 1921
9,History,What is the significance of the Eureka Stockade?,Occurred in Ballarat in 1854
9,History,When did Captain Arthur Phillip arrive with the First Fleet?,Established the first European settlement in Australia
9,History,What was the White Australia Policy?,Officially abolished in 1973
9,History,Who was Ned Kelly?,Known for his homemade suit of armor
9,History,What year did women gain the right to vote in Federal elections in Australia?,Australia was among the first countries to grant women this right
9,Geography,What is the capital city of Australia?,Planned city designed by Walter Burley Griffin
9,Geography,Which is the largest ocean on Earth?,Covers more than 30% of Earth's surface
9,Geography,What is the name of the largest desert in Australia?,Spans Western Australia and South Australia
9,Geography,What is a peninsula?,Connected to the mainland on one side
9,Geography,What are the three main types of rock?,Classified based on how they form
9,Geography,What is the capital of Japan?,Located on the island of Honshu
9,Geography,What is erosion?,Changes the landscape over time
9,Geography,What is the largest coral reef system in the world?,Located off the coast of Queensland
9,Geography,What causes tsunamis?,Creates powerful ocean waves
9,Geography,What is the driest inhabited continent?,Much of the continent is desert or semi-arid
9,Geography,What is the name of the line that divides the Earth into Northern and Southern Hemispheres?,0 degrees latitude
9,Geography,What is the capital of New South Wales?,Australia's largest city
9,Geography,What is the difference between weather and climate?,Climate describes what's expected; weather describes what happens
9,Geography,Which mountain range runs along Australia's east coast?,Extends from Queensland to Victoria
9,Geography,What is the primary cause of the greenhouse effect?,Carbon dioxide is a major greenhouse gas
9,Geography,What is a topographic map?,Uses contour lines to show elevation
9,Geography,What is the name of the sea between Australia and New Zealand?,Named after Dutch explorer Abel Tasman
9,Geography,What are the three main layers of the Earth?,The core has inner and outer parts
9,Geography,What is the longest river in Australia?,Flows through New South Wales; Victoria; and South Australia
